% Model:              Maglev electromagnet small scale.mph
% Version:            COMSOL 6.2.0.415
% Date:               Mar 10 2025, 12:33
% Dimension:          1
% Nodes:              929
% Expressions:        1
% Description:        Line graph
% Arc length (mm)         Magnetic flux density, z-component
0                         0.730702385219248
0.17648751031392915       0.7306485464257858
0.45813162018777237       0.7305626288498942
0.6316395105971642        0.7305096990110675
0.7403652908447838        0.7304765314242149
1.0867915108804096        0.7303708515963494
1.4807305816896075        0.7302506776291816
1.5419435111636488        0.7302320041816313
1.639628956461272         0.7302022045289289
1.997095511446881         0.7300931567669131
2.2210958725344057        0.7300248238341487
2.4522475117301283        0.7299543093521947
2.821126292734797         0.7298417802079643
2.9073995120133675        0.7298154619374774
2.961461163379215         0.7297989700391162
3.1969894329687634        0.7297271204343575
3.3625515122966125        0.7296766145227596
3.701826454224034         0.7299432830980231
3.8821301443205205        0.7302590838077728
4.3898291430854295        0.730105999658706
4.8693562494231255        0.7299614100510702
5.077831831946846         0.7298985493654485
5.29855521361882          0.7298319956571592
5.765834520808246         0.7296910990721905
6.207184798380446         0.7295529483640584
6.570615439894532         0.729519224794651
6.978752356532589         0.7294870491744805
7.584354804003743         0.729466885903904
7.829220163728357         0.7295367975653179
8.254277677639333         0.7296102810266198
8.65347808298603          0.7296792943402961
8.967592963309823         0.7297335981648297
9.722601361968318         0.7298641231611596
10.10596576289128         0.7299303987643362
10.459601387178388        0.729991534890299
10.791724640950598        0.7300489519820265
11.244338562472766        0.7310964212151003
12.35540529543724         0.7314966735323875
12.572891686521483        0.7313906889852138
12.708456387424146        0.7313886225074396
13.276620683340113        0.7313573770844818
13.908434067983697        0.7313226313664309
14.541323367602631        0.731287826479895
15.110455190464505        0.7312565278491089
15.243976449445901        0.7312491850290115
15.41118750147555         0.7312399894845514
15.806026051865143        0.7312182758753093
16.579518830908086        0.7311757386915929
17.07072873612765         0.7311487252707236
17.5124539935048          0.7305337562666676
17.945812054633002        0.730153841709839
18.405221253520537        0.7303772739682748
18.865564384043388        0.730601160441502
19.383362177593742        0.7306673170862806
19.898868084345235        0.7304079944807177
20.149867115952496        0.730372134468847
20.481225366016602        0.7303247936057973
20.916372054311246        0.730262624579454
21.245989311005275        0.7300915568286819
21.863481747533907        0.729958884004331
22.120950972423184        0.7299552576247412
22.41540276719727         0.7299511103563472
22.946851734517423        0.7299436250513015
23.235570462674502        0.7299395585314951
23.54143992019895         0.7299352504486232
24.030221721500943        0.7300306499681848
24.410597936634826        0.7301848698874769
25.27713260121778         0.7303031853481813
25.735650555540737        0.7303238203309045
26.53424789347047         0.7302479334321439
26.782494008461974        0.7302373904082291
27.03857778581929         0.7302265145184319
27.797297924874556        0.7301942916392439
28.065172778609305        0.7304213563105276
28.20216865547848         0.7305993435702478
28.449531142791276        0.7304901864978046
28.848114492384855        0.73031429810002
29.068860475642943        0.7302168864611401
29.355670403685064        0.7302268056046145
29.780045839966093        0.7302303009214127
30.348774816574927        0.7300520757925524
30.770448664270003        0.7299199339834778
31.341879229464787        0.7297408622457873
31.76085148857392         0.7296695642614719
32.1182045226654          0.729786909478913
32.48521483448445         0.7298458072799927
33.00455363018971         0.7299291507504566
33.209578180394985        0.7299620530825864
33.35446649746981         0.7299853047542784
33.93394152630552         0.7300782988851803
34.197523733081105        0.7301205985478412
34.65830487221604         0.7301945446877738
34.75392901419164         0.7302098904464929
35.3826682181266          0.7306137582807183
35.889403973875           0.7309199663415223
36.5390964302443          0.7309241207341177
37.161771184943525        0.7309281023647567
37.19869091587466         0.7309283384442359
37.20152856071553         0.7309283565892685
37.299322508860456        0.7309289819227628
37.32913601624061         0.7309291725622156
37.389597283652805        0.7307279563303793
37.47319573147959         0.730511075293868
38.555940204430264        0.7303131962956717
38.955392343268066        0.7302401936703649
38.9693420669383          0.7302376442624352
39.59655482226459         0.7301230168182126
39.802070828283284        0.7300671344039215
40.923731501862875        0.7299675031225646
40.93644004132356         0.7299665818901899
41.02695071105133         0.7299600208404745
41.311049725633765        0.7299394267186498
41.707507682021905        0.7299106877824584
41.81856301514465         0.7299026374656947
41.8435972032544          0.7299008227564094
42.82002862298424         0.729830041984286
43.530180673301956        0.7297785636014446
43.55923826134051         0.7297764572389538
43.61725339281652         0.7297722517661295
44.3290075203347          0.7297206572499249
45.322254847367574        0.7295802320497171
45.356844000683886        0.7295066941511775
45.39534565995731         0.7296823141788973
45.72473596114837         0.7298403839037418
45.74333090532038         0.7298390718866411
45.75083111021298         0.7298385426891888
46.56870951337289         0.7297808350434267
46.91856303967389         0.7298187376638031
47.220463096142375        0.7298985751506024
47.41565337718741         0.7299097279518895
47.60389352302731         0.729920483635673
47.91274371470093         0.7299381307480065
48.23299716246891         0.7298727749065084
48.67947019808155         0.7298080834451742
49.902311119145665        0.7298600211775016
49.934510547879384        0.7298613887840985
50.03205859735736         0.7298655319431925
51.18955089767721         0.729865047293869
51.37758766248181         0.7298170794915345
51.44029897542196         0.7298176394563699
51.616153690702646        0.7298192097066492
52.17568735195804         0.7298242059212025
52.199135973808325        0.7298244152997508
52.5358382443178          0.7298274217976634
52.658640217858185        0.7298285183268807
53.0206842851348          0.7298317511079704
53.48001688033684         0.7298358526024092
53.631377513213664        0.7298372041389654
53.71772669790473         0.7298379751722084
53.842232596461294        0.729862149859478
54.03868318577385         0.7298784296052745
54.08638770869818         0.7298767824267085
