% Model:              Maglev electromagnet small scale.mph
% Version:            COMSOL 6.2.0.415
% Date:               Mar 10 2025, 13:17
% Dimension:          1
% Nodes:              929
% Expressions:        1
% Description:        Line graph
% Arc length (mm)         Magnetic flux density, y-component
101.6193456155233         -5.752444965977063E-5
101.66807340946127        -5.842089017817314E-5
101.71776136863245        -5.933499476362767E-5
102.59551407058962        -7.548292643815824E-5
102.71316490365153        -7.76473374499317E-5
103.57168252565592        1.246737712533642E-5
103.80504623982962        1.130672620499248E-4
104.19571841564346        1.0417968614130128E-4
104.38234795507935        9.993396734908754E-5
104.91038246367616        8.792147434884224E-5
105.19301338450282        8.14917772309293E-5
105.2929070045702         7.921925262829659E-5
105.50201461968621        7.446217004754517E-5
106.00367881392629        6.304958711281596E-5
106.39009559349692        5.425881911508329E-5
106.46253074401552        5.261095950663121E-5
106.81434424334974        4.460739699442123E-5
107.19898299954275        -1.80054486198446E-4
107.55912278580708        -4.506677562180041E-4
108.04414985079923        -3.456486284635187E-4
108.12469272897751        -3.188835906681523E-4
108.20435572650632        -2.924109441973323E-4
108.44908106935497        -2.1108677005558576E-4
108.69650941234522        -1.288643675094526E-4
108.77346940973246        -1.0328994944301095E-4
108.84958866720555        -7.799491592411033E-5
109.3488689738912         8.791989344450047E-5
109.42224609048736        1.1230369178194585E-4
109.4948216079048         1.3642111234891477E-4
109.74663443086484        2.201005123943502E-4
110.00122853543715        3.0470415439829557E-4
110.07102277124228        3.2789733300673336E-4
110.140054548604          3.508371406217921E-4
110.65358809698311        3.151173330363117E-4
110.86262257698287        -3.925930057806946E-4
111.39574816184201        -7.29089282371501E-4
112.03329722337301        -5.604939845012353E-4
112.06719977355695        -5.515286971347921E-4
112.09554946142514        -5.440318245660073E-4
112.73865138527191        -3.739681118984545E-4
113.3284763458673         -2.1799311181940057E-4
113.41010299698688        -1.9640752666209865E-4
113.50771788603961        -1.7059396612310914E-4
114.0815546087018         -1.8846941425588895E-5
114.56140323030947        1.0804560092750144E-4
114.75300622041674        1.5871364381083572E-4
114.98213854870615        2.1930605225527972E-4
115.4244578321317         3.3627422904739483E-4
115.79433011475162        4.340843136743747E-4
116.09590944384662        5.138348142837055E-4
116.45655921137273        6.092060706337069E-4
116.7673610555616         6.913953995203795E-4
117.02725699919388        4.6029036000612303E-4
117.67848001770814        -1.326233293273951E-4
117.98869441826687        -3.676197211311124E-4
118.49004734154634        -2.1281875773605222E-4
118.86365032320037        -9.746269057882544E-5
119.30161466538455        3.776600552459173E-5
119.73860622813389        1.7269433997319536E-4
120.11318198922278        2.88350768785032E-4
120.61356213306745        4.428513705250938E-4
120.92474931306097        5.389355320455247E-4
121.48851803800099        5.144877945615684E-4
121.82194457693267        -1.9254924949822433E-4
122.2613614138224         -6.464255301155899E-4
122.66287514176167        -5.568846405793867E-4
122.8981495094463         -5.04416506362152E-4
123.15563390227094        -4.4699535243663684E-4
123.53493760507021        -3.624074826086771E-4
123.88152342278731        -2.851159723573556E-4
124.17172570069414        -2.2039845885505287E-4
124.48932322760928        -1.4957157774084527E-4
124.80851379631804        -7.83894351017157E-5
125.10017170381302        -1.3347304135496131E-5
125.44530189194194        6.361958865169918E-5
125.82301255294757        1.4785219695457268E-4
126.08208998756587        2.056286124050509E-4
126.31881998483867        2.584213640863236E-4
126.71887808318975        3.476376361582182E-4
127.1567018782859         4.4527597164991094E-4
127.35566617881368        4.896466599115976E-4
127.53746826586436        2.9843069559628654E-4
128.27436525442425        -1.8671018235010006E-4
128.51330176412424        -4.270992337310154E-4
129.07286585325392        -2.395075307810881E-4
129.35021143581827        -1.4652849379573509E-4
129.87136645208363        2.818671559904966E-5
130.18712110751235        1.3404224613945036E-4
130.66986705091335        2.958809619789196E-4
131.02403077920647        4.1461298607460784E-4
131.46836764974302        5.635752083589788E-4
131.8609404509005         5.004247820680122E-4
132.40661498459423        -1.6754727883029825E-4
132.6959238024078         -6.4720201078123E-4
132.95690597985555        -5.910072604226665E-4
133.72607800608182        -4.253889395884541E-4
134.14717848869904        -3.3471747409620956E-4
135.0455410275694         -1.412818184620723E-4
135.19900915452075        -1.0823702143269488E-4
135.33745099754256        -7.842768776903561E-5
136.36500404905698        1.4282530266432358E-4
136.52772350638608        1.7786209855787897E-4
137.68446707054457        4.2693242379011616E-4
137.70209450663367        4.307279679156789E-4
137.7179960152296         2.5564937207005347E-4
138.708456429085          7.050466764132306E-5
138.7300249771812         -1.457647085116424E-4
139.06428677595483        -3.57976457829657E-6
139.38134400751164        1.3128687246460904E-4
139.43942564668475        1.5599305976950146E-4
139.75313609912803        2.8943607735511115E-4
140.0326630378421         4.08338453440826E-4
140.09756076071466        4.3594399832176645E-4
140.17039486428456        4.6692544152142113E-4
140.44198542230123        5.824519192887349E-4
140.68398206817258        6.853900344173767E-4
140.90136408188434        7.778578232738706E-4
141.13083474547446        8.754677612227465E-4
141.33530109850304        9.699178521555867E-4
141.9469183557058         0.0013795314318719486
142.0746361352722         0.0014635056623535801
142.69831314789946        0.0018735722747095186
143.32004994574277        0.0022823631990291564
143.45205277039656        0.001926540682397688
143.9706183294118         0.002089393091972023
144.23419660146527        0.0023971417048314365
145.04269227961012        0.003341124763500781
145.10906916999204        0.0032817031644497693
145.1472934414309         0.0032491118566473263
146.15162504604453        0.005990367848180884
146.17188849384314        0.006045675574664749
146.67859351943378        0.0074286930770113
147.19418092209705        0.008835954433934898
147.19648354625537        0.008842239292682004
147.32783928847732        0.009200766012078304
148.2210785986676         0.011638803010698534
148.2367367981495         0.011681541019688048
148.74558839195623        0.013070417436517434
149.24567365107978        0.012171153982550996
149.2728259655397         0.010291372101172919
149.38863381459615        0.011931015440881333
150.28511058913244        0.024623610843940234
150.95686091716323        0.034134459722291954
151.32454752718508        0.03934028045149415
151.917455100646          0.047734849229074824
152.3639844652377         0.054056950059047315
152.64089586878674        0.05797754734340968
153.4034214032904         0.06877361966660121
153.82195592433152        0.09207232038953697
154.27810474534897        0.12544600704677072
154.37196267246702        0.15327437065379812
155.30337577032958        0.17395165797703363
155.43095310360093        0.17464123827516873
155.5530409273838         0.17530114670689437
156.4899435347348         0.180365287512584
157.46897266702086        0.1856571303784997
157.54893396586868        0.18608933674999883
157.62545461975645        0.18650294576633702
158.60792439700256        0.1918133859874134
159.63456956371218        0.19736260277996417
159.6669148281365         0.18600228317968923
159.87612950814568        0.16462367691945978
160.77838271096212        0.1513126199176486
160.9602938928701         0.14987543901764794
161.22431344975098        0.14778956468933022
161.4017553134568         0.14638769343158944
162.23176121397506        0.13983027010773885
162.74362859879284        0.13578628544952545
162.97019856021365        0.13399627992236376
162.99517170561478        0.13379898073928423
163.1210358405771         0.13280459694788854
163.5940209599675         0.1290677998338094
163.8939437770821         0.12669827345444942
164.26294374783473        0.12378300620971935
164.84031636769745        0.11922150046418498
164.9954073730379         0.11799621113177916
165.1620144094651         0.10466952703548607
166.02532378108987        0.08652841751926697
166.87631469929414        0.0815116501159956
167.76482834880622        0.07934278259941863
167.958102811564          0.07887099839634082
168.16523062841765        0.07836539806707207
168.99404012275974        0.07207943906351076
169.21910117930176        0.06693865214476243
169.43546513567384        0.06609462209550959
170.11932381345235        0.06342690755023433
171.02403388900697        0.059897657565932544
171.67799027938997        0.05734659104986912
171.79461356168557        0.05689164672203185
171.9559549906993         0.056262258091132736
172.52306487924125        0.05282659018557545
172.97884852737675        0.04916352030035482
173.17953083688735        0.04808932393501058
173.78552713186443        0.04484559498319539
174.52886306038275        0.040866725323025696
174.72141506173975        0.03983604822696301
175.40507438529994        0.036176610769356285
175.61194591971346        0.035734482648529325
175.64778859195798        0.03628020965068399
175.69820797162578        0.03611215228092769
176.40611534368           0.033592597063214984
176.82544561316422        0.032873963352149496
177.05153447362014        0.032572748120337905
177.58897136967903        0.031856727972754885
177.99210178332214        0.031319642595125416
178.529538679381          0.030603622447542812
178.94886894886528        0.030044954213850866
179.1749578093212         0.029709458028413425
179.63232583824424        0.028742539831065703
180.14158214408897        0.02770409514889423
180.423957977449          0.026887731353298996
180.88103148549277        0.025748406584572676
180.9655538441138         0.02558220637483655
180.99419421859764        0.02552588948633752
181.15548498779282        0.02520873601232101
181.1852264768889         0.02515025395140515
181.4093917333305         0.024709467474974954
182.00898494579272        0.023530459703618577
182.3597492274949         0.022840735728354097
182.4969588649272         0.022570934093720203
182.8324720033026         0.021911199144566695
182.96396365048497        0.02165264105772688
183.02377567298782        0.02111791763810416
183.19243513357407        0.02057926253726047
184.45493082998706        0.019669457156749802
185.06561625574287        0.019229372578457284
185.14719900868892        0.019170580752237182
185.31585846927513        0.01877916406758552
185.74713657320535        0.018014927330717634
185.80478348275227        0.017948848178064712
186.53493872295013        0.01711189022218029
186.64027855303632        0.016991141915507532
187.20958569242637        0.016338559952903325
187.30448376505075        0.01622978076115289
187.8592027385177         0.015593920833616303
187.96469863679755        0.015472993630033481
188.6521549624327         0.014684980329044126
188.80418404734928        0.014397484937738967
189.41235412585576        0.014065845245499402
189.58167271126266        0.014005038094268518
190.63449474327226        0.013626939562641046
190.92760738305034        0.013521674422539444
191.53577746155682        0.013135834891995653
192.23183143977712        0.012498777990873199
192.42585441231225        0.012367870402184369
192.65686778119675        0.012212005337958012
192.75417019617188        0.012146355253580987
193.46217833337684        0.011668661108384618
193.83009059659412        0.011420430156154812
193.87509794301053        0.011390063632460878
193.97256293078692        0.011324303859972618
194.1698696185734         0.011191180743710456
194.9066139138881         0.010694098269816803
195.09332810482428        0.010568121926963705
195.16816955492135        0.010517626289059733
195.19095566540196        0.010502252466364204
195.23074010287314        0.010475409847118405
195.2343267808759         0.010341566814418272
195.40450556589153        0.010177958805119233
195.47381159416128        0.010164851363254191
195.48009304772427        0.010163663388853402
197.35775011657697        0.009808553141060274
197.52792890159256        0.009731754748966044
199.4055859704453         0.009125007600054552
199.41044923246346        0.00884060626623892
199.46417790174556        0.008820815521786199
199.6554964216999         0.00875034409585868
199.8119268462631         0.00869272356293773
200.97048607451802        0.008265972818388213
201.11015778082245        0.00821452529356226
201.17702250587044        0.008189895934525267
201.6609235978756         0.0080116528665274
201.81472555771967        0.007955000518269412
202.6717299857645         0.007639326300818287
202.7561376598994         0.007608235065338702
202.93710171460154        0.007541577666047086
203.91626122530587        0.0071809081033396
203.97395469373936        0.007159656940680692
204.372973897011          0.007012679783248538
204.40211753897634        0.007015441741234441
204.46799013980612        0.007012982931022101
204.79031050286875        0.006934910233550104
205.07456606532818        0.00686605762268282
205.8753241765961         0.006672097349198784
206.4903963120813         0.006523114082051729
206.59229634423045        0.006498431774341596
206.69430716195683        0.006473722632059892
207.34853081421585        0.006315256053043913
208.3132666228569         0.006081576969871042
208.39428218559215        0.006033602879847076
208.9656616583843         0.005967424334930084
209.01039975126923        0.0059921124108613475
209.58177922406142        0.005945169336421678
209.69122909094068        0.005936177215610591
211.08908499408537        0.005821332953886344
211.13382308697035        0.0058176573867289895
211.7052025597625         0.0057707143122892775
211.81465242664183        0.005761722191478147
213.21250832978643        0.005646877929753349
213.25724642267133        0.005451038846176215
213.77382893398936        0.005237334578153131
214.17598536552396        0.005181438068605557
214.2726993231238         0.005161443241487125
214.4257625230987         0.005129798665071832
214.63042017640882        0.005087487353468471
215.1624158454659         0.00497750155933345
215.3035092013359         0.004948331651202303
215.49269528551855        0.004909218961159125
215.63321050013428        0.004880168579047984
216.14884632540785        0.004779015986868572
217.04507887840262        0.004630019049845167
217.1512587108735         0.004611721065338725
217.27289997854191        0.00459075860966946
217.46736803822938        0.004557245903345249
217.52483503472718        0.004547342608274267
217.66613263927502        0.0045229927734831855
217.9485959727945         0.004474315830036435
218.21574010393468        0.0044282788467521995
218.97002641341837        0.004298292587750326
219.18341895314214        0.004261518623290338
220.27689134436787        0.0042760997051548635
220.4173632719888         0.004465360598916694
220.6753486401515         0.004440092394175527
220.93473195047477        0.004414687268921977
220.98936948991823        0.004409335831578615
221.43890815008118        0.004365306067468211
222.1018562871514         0.004300374054541777
223.26269042607098        0.003934853209514772
223.4272239885009         0.0036750682549626284
223.49362430324547        0.003671855363435192
223.65815786567543        0.003647063886299136
223.9745595947579         0.003603802562658674
224.9336610130276         0.0035236826229641076
225.09176804290038        0.003510474920986568
225.12838009387588        0.003507416479761914
225.4511915507868         0.003480449952585672
225.5788449903677         0.003469786235812565
225.77754319911034        0.0034562536821403102
226.26562571806238        0.003430178658313927
226.3991281620237         0.003422207881540916
226.44740099906628        0.0034193257469758128
227.1913595281374         0.003374907628567887
227.4550667948582         0.003359162959825556
227.4810138145718         0.0033576137904176738
227.64687592076388        0.003347710976773716
227.68876151598914        0.003345210193120319
227.71703752424568        0.003343521971218464
228.0570213746908         0.0033232232014136906
228.644507871654          0.003299776490281708
228.82729948576593        0.0032973356220251096
228.9282417489792         0.003289565749966035
229.3454863678523         0.003257449001215125
229.87670606997827        0.003216559199566052
229.96243547073797        0.0032099603136841862
230.18233197575486        0.0031930341258236588
230.28985577807376        0.003184757650136202
230.37992241945085        0.003177824911974736
230.57438060854608        0.003162856798500652
230.61436274158035        0.0031772155443230456
231.43094103350518        0.003086116651013463
231.7170288813036         0.003048091390770639
232.00122413293815        0.003010317684245153
232.12150875785696        0.002994330097911192
232.67500988141126        0.002919037719859959
233.25923759586317        0.0028604724580963527
233.48463642183913        0.0028385427249681184
233.61608963772616        0.002825753244229831
234.0009351886369         0.0027883104572475246
234.09120732758876        0.0027795276079688753
234.27940496940312        0.002761217290501653
235.14423582735574        0.0026770752820689083
