% Model:              Maglev electromagnet small scale.mph
% Version:            COMSOL 6.2.0.415
% Date:               Mar 27 2025, 10:47
% Dimension:          1
% Nodes:              682
% Expressions:        1
% Description:        Line graph
% Arc length (mm)         Magnetic flux density, z-component
0                         0.7291768132214826
0.5647979070104014        0.729135068435484
0.6185199268729136        0.7291310977865231
0.6773081839823725        0.7291267526868301
1.4680866851663446        0.7290683054459763
1.4956267223867528        0.7290662699339004
1.49700250965207          0.7290661682480686
2.1973121587978426        0.7289898861662636
2.241555844745598         0.7289674810046783
2.6486334861380563        0.7291032244110601
2.7861965426141566        0.7292002258464305
4.123697296767247         0.7290128663239164
4.194927525485085         0.7290028882647642
4.691029531624622         0.7289333933992842
4.9000722445823115        0.7289041103183114
6.166093342253809         0.7287267637952408
6.264236125617138         0.7287246265972638
6.325955885116741         0.7287382655326072
6.660391033361641         0.728449213918116
7.345765037968185         0.7282262276929851
7.461184127461138         0.7282392039830855
7.512945705272621         0.7285498690730973
8.217947654689624         0.7288276800943121
8.425835189757201         0.7288197082517698
9.331344085210034         0.7287849847926028
9.652896087725168         0.7287726542700806
10.159671265358924        0.7287532210129639
10.565785572209762        0.7287376477882039
11.273067695879327        0.7287105257112552
11.792846470177736        0.7286905938065165
12.101394876028223        0.7284491800847308
12.473868326173232        0.7282133172659433
12.76787390926249         0.7285086392773155
12.8746916978264          0.7288057768649997
13.16829512158111         0.7287971400893435
13.277427508928369        0.7287939297999869
13.309615255842616        0.7290671065867571
14.010410506834305        0.729217749135467
14.475487432040175        0.7291358019410599
14.56014616090453         0.7291208849565
15.365453697678873        0.728978988660002
15.546448741556532        0.7289470970841282
16.44704180253109         0.7287884113471041
16.890585863792566        0.7287102582729645
17.42129213951513         0.7286167470966569
17.876888444444575        0.72866456271267
18.155053661946567        0.7287893208778518
18.457857172828255        0.7287856914111817
18.950820178476306        0.7287797826527487
19.24960369159178         0.728776201370619
19.534738705735023        0.7287727836822736
19.83057241997549         0.7287692377570552
20.33050522226476         0.7287632454571719
20.622318938739014        0.7287597477164931
20.914423749523436        0.7286692481837085
21.364582283300777        0.728599369995007
21.39163402716271         0.7285969906270249
21.44200880905948         0.7285984386819039
21.898713012313237        0.7286424659360399
22.044042914551653        0.7286564760469473
22.44789607961539         0.728695408348873
22.816417136082237        0.7287309345605695
22.99355654349411         0.7287480111752623
23.48728153870364         0.7287956073122859
23.504158132068056        0.7287972342516915
23.550223207964592        0.7288016750227395
24.049191292417262        0.7288497766046897
24.259655760234224        0.728870065825908
24.560420184520737        0.72889906015451
24.930520162855643        0.7289698306129764
25.65409570733305         0.7292351952912753
25.674667578046268        0.729430297883508
26.808633025264328        0.7295724786697763
26.916648653442735        0.7295680612333909
27.72114984934106         0.7290855013290916
27.77479025391665         0.7286415961720935
27.85175466716865         0.7286498516314694
28.03630915040513         0.7286696475601935
28.197090879400903        0.7288304014531934
28.348886568011785        0.728950776653498
28.703643635450845        0.7288967139063424
28.77277434885751         0.728886178820159
29.015728646300673        0.728849154112384
29.27729359868753         0.728809293257778
29.336834580513255        0.7288002195864087
29.408330000272855        0.7287893241338412
29.843387336563204        0.7287230241304615
30.205700629363264        0.7286678098620575
30.476578281625635        0.7286265298105278
30.801841837216116        0.7285769616891888
30.983131037675548        0.7285493343545816
31.13410766003898         0.7284331883280093
31.217888237458894        0.728340057224246
31.530940777055633        0.7284839545359664
31.60832387877153         0.7286173739963114
32.02683796582683         0.7285608483778827
32.175965422281365        0.7285407068295776
32.577943826937314        0.728486414564106
32.88551735166864         0.7284448728711608
