x,By,Bz,B
0.8376983333333223,-6.961448325346328e-06,0.00036113657655089526,0.0003612036664898172
0.838694999999989,-6.919898598115977e-06,0.00035898234187364277,0.00035904903115548597
0.8396916666666556,-6.878597230072036e-06,0.00035684096222337724,0.00035690725324705755
0.8406883333333223,-6.837542730158054e-06,0.0003547123608069077,0.00035477825595686756
0.8416849999999889,-6.7967336163941e-06,0.0003525964612913076,0.0003526619629376052
0.8426816666666556,-6.756168415813547e-06,0.000350493187800955,0.0003505582982993533
0.8436783333333222,-6.715845664389325e-06,0.000348402464915038,0.00034846718660709245
0.8446749999999889,-6.675763907002303e-06,0.0003463242176645838,0.00034638855287773013
0.8456716666666555,-6.635921697372821e-06,0.00034425837152982195,0.00034432232257746316
0.8466683333333221,-6.596317598002734e-06,0.00034220485243741946,0.000342268421619012
0.8476649999999888,-6.5569501801332715e-06,0.00034016358675782786,0.00034022677635896773
0.8486616666666554,-6.517818023660752e-06,0.00033813450130258736,0.000338197313595095
0.8496583333333221,-6.478919717110251e-06,0.0003361175233217212,0.0003361799605637263
0.8506549999999887,-6.440253857577636e-06,0.00033411258050086576,0.0003341746449368916
0.8516516666666554,-6.40181905067691e-06,0.0003321196009590082,0.0003321812948200552
0.852648333333322,-6.363613910461179e-06,0.0003301385132454791,0.0003301998387491078
0.8536449999999887,-6.325637059401583e-06,0.00032816924633760576,0.0003282302056880193
0.8546416666666553,-6.287887128345158e-06,0.0003262117296381009,0.0003262723250262275
0.855638333333322,-6.250362756404206e-06,0.00032426589297235173,0.00032432612657592563
0.8566349999999886,-6.213062590935229e-06,0.000322331666586041,0.00032239154056968303
0.8576316666666552,-6.175985287533653e-06,0.00032040898114246745,0.00032046849765776647
0.8586283333333219,-6.139129509912676e-06,0.00031849776772018327,0.0003185569289057755
0.8596249999999885,-6.102493929882188e-06,0.00031659795781036184,0.0003166567657920101
0.8606216666666552,-6.066077227311906e-06,0.0003147094833142872,0.00031476794020496003
0.8616183333333218,-6.029878090057614e-06,0.0003128322765410282,0.0003128903844409785
0.8626149999999885,-5.993895213919026e-06,0.0003109662702047962,0.0003110240312016384
0.8636116666666551,-5.958127302587108e-06,0.000309111397422693,0.00030916881359148093
0.8646083333333218,-5.922573067612467e-06,0.00030726759171214257,0.00030732466511544616
0.8656049999999884,-5.887231228331604e-06,0.0003054347869884697,0.00030549151967645147
0.8666016666666551,-5.852100511830036e-06,0.00030361291756261213,0.00030366931157310256
0.8675983333333217,-5.817179652894889e-06,0.0003018019181386092,0.0003018579754971828
0.8685949999999883,-5.782467393972754e-06,0.00030000172381142474,0.00030005744653147456
0.869591666666655,-5.747962485122274e-06,0.0002982122700643201,0.00029826766014713255
0.8705883333333216,-5.7136636839456645e-06,0.0002964334927667133,0.00029648855220154173
0.8715849999999883,-5.679569755567641e-06,0.0002946653281718327,0.000294720058935971
0.8725816666666549,-5.645679472582741e-06,0.0002929077129143168,0.0002929621169731728
0.8735783333333216,-5.611991614976305e-06,0.0002911605840079897,0.0002912146633151569
0.8745749999999882,-5.578504970124475e-06,0.0002894238788435667,0.00028947763534089687
0.8755716666666549,-5.545218332725719e-06,0.00028769753518636604,0.0002877509708040408
0.8765683333333215,-5.5121305047744836e-06,0.0002859814911740518,0.00028603460783065376
0.8775649999999882,-5.479240295495353e-06,0.00028427568531442176,0.00028432848491700567
0.8785616666666548,-5.4465465212877286e-06,0.000282580056483159,0.0002826325409273212
0.8795583333333215,-5.4140480057153e-06,0.0002808945439216115,0.0002809467150915602
0.8805549999999881,-5.381743579437562e-06,0.0002792190872346146,0.0002792709470032393
0.8815516666666547,-5.349632080180837e-06,0.0002775536263882527,0.0002776051766171933
0.8825483333333214,-5.3177123526803325e-06,0.0002758981017077505,0.0002759493442474653
0.883544999999988,-5.285983248640631e-06,0.0002742524538752818,0.0002743033905651159
0.8845416666666547,-5.254443626706717e-06,0.0002726166239278266,0.00027266725659607955
0.8855383333333213,-5.223092352398129e-06,0.0002709905532550168,0.00027104088371900976
0.886534999999988,-5.191928298082619e-06,0.000269374183597028,0.0002694242136631706
0.8875316666666546,-5.160950342931377e-06,0.0002677674570424937,0.0002678171885063502
0.8885283333333213,-5.130157372868987e-06,0.00026617031602637844,0.0002662197506727338
0.8895249999999879,-5.099548280549719e-06,0.0002645827033279344,0.0002646318429308601
0.8905216666666546,-5.069121965294318e-06,0.0002630045620685454,0.00026305340839146406
0.8915183333333212,-5.0388773330715616e-06,0.0002614358357097949,0.0002614843905055455
0.8925149999999878,-5.008813296427151e-06,0.0002598764680513015,0.00025992473306220325
0.8935116666666545,-4.978928774465269e-06,0.000258326403228798,0.0002583743801867142
0.8945083333333211,-4.949222692832774e-06,0.0002567855857120112,0.00025683327633841356
0.8955049999999878,-4.919693983624383e-06,0.00025525396030269673,0.00025530136630872775
0.8965016666666544,-4.890341585337897e-06,0.00025373147213269035,0.00025377859521922555
0.8974983333333211,-4.861164442908433e-06,0.0002522180666617918,0.0002522649085195027
0.8984949999999877,-4.832161507634684e-06,0.00025071368967597297,0.00025076025198538925
0.8994916666666544,-4.803331737110429e-06,0.0002492182872853001,0.00024926457171687097
0.900488333333321,-4.774674095214003e-06,0.0002477318059219842,0.00024777781413613917
0.9014849999999877,-4.746187552050347e-06,0.00024625419233852006,0.00024629992598573
0.9024816666666543,-4.717871083940473e-06,0.0002447853936056623,0.00024483085432649965
0.903478333333321,-4.689723673358253e-06,0.00024332535711063318,0.00024337054653583208
0.9044749999999876,-4.661744308906708e-06,0.00024187403055514353,0.00024191895030565945
0.9054716666666542,-4.633931985281137e-06,0.00024043136195344214,0.00024047601364051119
0.9064683333333209,-4.60628570321117e-06,0.00023899729963066692,0.00023904168485586438
0.9074649999999875,-4.578804469463398e-06,0.0002375717922206698,0.0002376159125759693
0.9084616666666542,-4.551487296762364e-06,0.0002361547886644311,0.00023619864573226222
0.9094583333333208,-4.524333203766849e-06,0.00023474623820809082,0.00023478983356139683
0.9104549999999875,-4.497341215061972e-06,0.00023334609040107465,0.00023338942560337047
0.9114516666666541,-4.47051036108281e-06,0.0002319542950944108,0.00023199737169983964
0.9124483333333208,-4.44383967810386e-06,0.0002305708024387692,0.0002306136219921595
0.9134449999999874,-4.417328208191625e-06,0.00022919556288280657,0.0002292381269197282
0.914441666666654,-4.390974999170379e-06,0.00022782852717126702,0.00022787083721808742
