% Column 0: Length, mm
% Column 1: |B|, Tesla
0.00000000e+000	7.89376352e-002	
1.00671141e+000	7.89929422e-002	
2.01342282e+000	7.91979270e-002	
3.02013423e+000	7.95315038e-002	
4.02684564e+000	7.99798696e-002	
5.03355705e+000	8.04765085e-002	
6.04026846e+000	8.09956293e-002	
7.04697987e+000	8.18277471e-002	
8.05369128e+000	8.26919454e-002	
9.06040268e+000	8.37629651e-002	
1.00671141e+001	8.52259624e-002	
1.10738255e+001	8.70341971e-002	
1.20805369e+001	8.88636721e-002	
1.30872483e+001	9.07817690e-002	
1.40939597e+001	9.28176172e-002	
1.51006711e+001	9.49713438e-002	
1.61073826e+001	9.72436682e-002	
1.71140940e+001	9.99235385e-002	
1.81208054e+001	1.03646773e-001	
1.91275168e+001	1.07373814e-001	
2.01342282e+001	1.11141318e-001	
2.11409396e+001	1.15121020e-001	
2.21476510e+001	1.21610190e-001	
2.31543624e+001	1.28244641e-001	
2.41610738e+001	1.34497074e-001	
2.51677852e+001	1.40452911e-001	
2.61744966e+001	1.48062002e-001	
2.71812081e+001	1.61125225e-001	
2.81879195e+001	1.76084580e-001	
2.91946309e+001	1.88308401e-001	
3.02013423e+001	2.04581740e-001	
3.12080537e+001	2.22593832e-001	
3.22147651e+001	2.40636528e-001	
3.32214765e+001	2.62710728e-001	
3.42281879e+001	3.07264468e-001	
3.52348993e+001	3.47514041e-001	
3.62416107e+001	3.86442337e-001	
3.72483221e+001	4.49784567e-001	
3.82550336e+001	5.12689660e-001	
3.92617450e+001	5.74541429e-001	
4.02684564e+001	6.29559097e-001	
4.12751678e+001	6.67851628e-001	
4.22818792e+001	6.96630497e-001	
4.32885906e+001	7.13501392e-001	
4.42953020e+001	7.20472868e-001	
4.53020134e+001	7.25640073e-001	
4.63087248e+001	7.28477995e-001	
4.73154362e+001	7.29640158e-001	
4.83221477e+001	7.30283555e-001	
4.93288591e+001	7.30490918e-001	
5.03355705e+001	7.30637916e-001	
5.13422819e+001	7.30694479e-001	
5.23489933e+001	7.30755928e-001	
5.33557047e+001	7.30806497e-001	
5.43624161e+001	7.30736961e-001	
5.53691275e+001	7.30802430e-001	
5.63758389e+001	7.30657292e-001	
5.73825503e+001	7.30833779e-001	
5.83892617e+001	7.30845387e-001	
5.93959732e+001	7.30118237e-001	
6.04026846e+001	7.30243471e-001	
6.14093960e+001	7.28604729e-001	
6.24161074e+001	7.26493317e-001	
6.34228188e+001	7.25895887e-001	
6.44295302e+001	7.19783771e-001	
6.54362416e+001	7.12512304e-001	
6.64429530e+001	6.98929053e-001	
6.74496644e+001	6.77717903e-001	
6.84563758e+001	6.45905875e-001	
6.94630872e+001	6.02603777e-001	
7.04697987e+001	5.56645267e-001	
7.14765101e+001	5.17997571e-001	
7.24832215e+001	4.79668387e-001	
7.34899329e+001	4.39611882e-001	
7.44966443e+001	4.05846745e-001	
7.55033557e+001	3.74370559e-001	
7.65100671e+001	3.48334707e-001	
7.75167785e+001	3.28350564e-001	
7.85234899e+001	3.04605898e-001	
7.95302013e+001	2.85177417e-001	
8.05369128e+001	2.69130906e-001	
8.15436242e+001	2.53382298e-001	
8.25503356e+001	2.40272364e-001	
8.35570470e+001	2.26872306e-001	
8.45637584e+001	2.15345125e-001	
8.55704698e+001	2.04499839e-001	
8.65771812e+001	1.93646270e-001	
8.75838926e+001	1.85028318e-001	
8.85906040e+001	1.76728934e-001	
8.95973154e+001	1.68763153e-001	
9.06040268e+001	1.61275940e-001	
9.16107383e+001	1.54076269e-001	
9.26174497e+001	1.47705633e-001	
9.36241611e+001	1.41405879e-001	
9.46308725e+001	1.35535478e-001	
9.56375839e+001	1.29589627e-001	
9.66442953e+001	1.25074878e-001	
9.76510067e+001	1.20377671e-001	
9.86577181e+001	1.15645835e-001	
9.96644295e+001	1.11511875e-001	
1.00671141e+002	1.06888858e-001	
1.01677852e+002	1.02885809e-001	
1.02684564e+002	9.92242183e-002	
1.03691275e+002	9.56509395e-002	
1.04697987e+002	9.22870022e-002	
1.05704698e+002	8.90645851e-002	
1.06711409e+002	8.58267951e-002	
1.07718121e+002	8.22128751e-002	
1.08724832e+002	7.91595584e-002	
1.09731544e+002	7.65303140e-002	
1.10738255e+002	7.39013436e-002	
1.11744966e+002	7.13379890e-002	
1.12751678e+002	6.84649233e-002	
1.13758389e+002	6.58625569e-002	
1.14765101e+002	6.35774287e-002	
1.15771812e+002	6.13583218e-002	
1.16778523e+002	5.88630245e-002	
1.17785235e+002	5.66251279e-002	
1.18791946e+002	5.44292988e-002	
1.19798658e+002	5.21727395e-002	
1.20805369e+002	5.02253549e-002	
1.21812081e+002	4.80269037e-002	
1.22818792e+002	4.62534584e-002	
1.23825503e+002	4.42875535e-002	
1.24832215e+002	4.21098475e-002	
1.25838926e+002	4.02471195e-002	
1.26845638e+002	3.84951432e-002	
1.27852349e+002	3.66775327e-002	
1.28859060e+002	3.50198605e-002	
1.29865772e+002	3.32044066e-002	
1.30872483e+002	3.13691269e-002	
1.31879195e+002	2.96376603e-002	
1.32885906e+002	2.80171314e-002	
1.33892617e+002	2.64390533e-002	
1.34899329e+002	2.48517629e-002	
1.35906040e+002	2.30476910e-002	
1.36912752e+002	2.16165877e-002	
1.37919463e+002	2.01779686e-002	
1.38926174e+002	1.85388755e-002	
1.39932886e+002	1.72533194e-002	
1.40939597e+002	1.57881493e-002	
1.41946309e+002	1.43329055e-002	
1.42953020e+002	1.29752608e-002	
1.43959732e+002	1.16826451e-002	
1.44966443e+002	1.05383604e-002	
1.45973154e+002	9.43685338e-003	
1.46979866e+002	8.32763755e-003	
1.47986577e+002	7.66868492e-003	
1.48993289e+002	7.21640857e-003	
1.50000000e+002	7.02897915e-003	
